geoid,name,B01003001,"B01003001, Error"
86000US12845,"12845",4573,340
86000US12846,"12846",3004,90
86000US12847,"12847",687,141
86000US12849,"12849",425,215
86000US12850,"12850",2729,446
86000US12851,"12851",319,81
86000US12852,"12852",365,80
86000US12853,"12853",1379,341
86000US12854,"12854",98,124
86000US12855,"12855",207,67
86000US12856,"12856",313,165
86000US12857,"12857",738,144
86000US12858,"12858",146,71
86000US12859,"12859",1855,474
86000US12860,"12860",364,136
86000US12861,"12861",556,75
86000US12862,"12862",266,141
86000US12863,"12863",883,396
86000US12864,"12864",9,12
86000US12865,"12865",3448,380
86000US12866,"12866",38813,1028
86000US12870,"12870",1690,279
86000US12871,"12871",4197,446
86000US12872,"12872",103,119
86000US12873,"12873",875,257
86000US12874,"12874",155,58
86000US12878,"12878",767,173
86000US12883,"12883",4797,47
86000US12884,"12884",591,183
86000US12885,"12885",4411,165
86000US12886,"12886",231,117
86000US12887,"12887",4720,198
86000US12901,"12901",32431,896
86000US12903,"12903",1705,245
86000US12910,"12910",1886,256
86000US12911,"12911",0,13
86000US12912,"12912",1809,437
86000US12913,"12913",1077,235
86000US12914,"12914",876,314
86000US12915,"12915",58,44
86000US12916,"12916",2375,390
86000US12917,"12917",1232,233
86000US12918,"12918",2607,562
86000US12919,"12919",2716,357
86000US12920,"12920",2429,309
86000US12921,"12921",2870,490
86000US12922,"12922",37,23
86000US12923,"12923",506,150
86000US12924,"12924",325,278
86000US12926,"12926",2325,284
86000US12927,"12927",295,99
86000US12928,"12928",1869,348
86000US12929,"12929",3433,267
86000US12930,"12930",843,204
86000US12932,"12932",1090,220
86000US12933,"12933",27,28
86000US12934,"12934",1197,212
86000US12935,"12935",1406,313
86000US12936,"12936",671,139
86000US12937,"12937",1464,274
86000US12939,"12939",141,51
86000US12941,"12941",1692,243
86000US12942,"12942",516,120
86000US12943,"12943",300,117
86000US12944,"12944",3887,649
86000US12945,"12945",528,242
86000US12946,"12946",4774,261
86000US12950,"12950",668,145
86000US12952,"12952",265,173
86000US12953,"12953",13323,246
86000US12955,"12955",345,112
86000US12956,"12956",1248,462
86000US12957,"12957",1647,336
86000US12958,"12958",1829,339
86000US12959,"12959",1618,314
86000US12960,"12960",900,411
86000US12961,"12961",97,111
86000US12962,"12962",5051,840
86000US12964,"12964",96,53
86000US12965,"12965",272,72
86000US12966,"12966",3152,466
86000US12967,"12967",1226,223
86000US12969,"12969",219,70
86000US12970,"12970",937,90
86000US12972,"12972",7049,570
86000US12973,"12973",169,68
86000US12974,"12974",2054,521
86000US12975,"12975",210,87
86000US12976,"12976",175,60
86000US12977,"12977",1324,53
86000US12978,"12978",256,194
86000US12979,"12979",2534,359
86000US12980,"12980",1118,168
86000US12981,"12981",2397,335
86000US12983,"12983",7336,399
86000US12985,"12985",915,311
86000US12986,"12986",5356,74
86000US12987,"12987",152,78
86000US12989,"12989",970,187
86000US12992,"12992",3774,611
86000US12993,"12993",1634,380
86000US12996,"12996",1983,368
86000US12997,"12997",1217,243
86000US12998,"12998",294,210
86000US13020,"13020",107,36
86000US13021,"13021",37640,370
86000US13024,"13024",1380,91
86000US13026,"13026",1737,190
86000US13027,"13027",35432,1011
86000US13028,"13028",809,343
86000US13029,"13029",7878,799
86000US13030,"13030",4008,735
86000US13031,"13031",15741,723
86000US13032,"13032",12902,739
86000US13033,"13033",3661,352
86000US13034,"13034",2022,244
86000US13035,"13035",8476,426
86000US13036,"13036",9020,636
86000US13037,"13037",9669,728
86000US13039,"13039",17033,882
86000US13040,"13040",2620,312
86000US13041,"13041",11902,733
86000US13042,"13042",2012,465
86000US13044,"13044",3026,393
86000US13045,"13045",28157,758
86000US13051,"13051",37,55
86000US13052,"13052",1763,370
86000US13053,"13053",4717,392
86000US13054,"13054",1218,404
86000US13057,"13057",14329,658
86000US13060,"13060",2731,406
86000US13061,"13061",627,119
86000US13062,"13062",212,174
86000US13063,"13063",1696,299
86000US13065,"13065",222,174
86000US13066,"13066",12752,694
86000US13068,"13068",4778,545
86000US13069,"13069",23378,796
86000US13071,"13071",864,154
86000US13072,"13072",838,129
86000US13073,"13073",6514,571
86000US13074,"13074",4453,270
86000US13076,"13076",2416,476
86000US13077,"13077",6646,466
86000US13078,"13078",10867,832
86000US13080,"13080",3519,453
86000US13081,"13081",1114,201
86000US13082,"13082",3750,479
86000US13083,"13083",1989,300
86000US13084,"13084",3801,578
86000US13087,"13087",161,120
86000US13088,"13088",21914,922
86000US13090,"13090",29344,1236
86000US13092,"13092",2726,411
86000US13101,"13101",2410,375
86000US13102,"13102",52,63
86000US13103,"13103",226,120
86000US13104,"13104",16753,715
86000US13108,"13108",6284,407
86000US13110,"13110",2389,345
86000US13111,"13111",1790,406
86000US13112,"13112",1728,611
86000US13113,"13113",52,23
86000US13114,"13114",7397,548
86000US13115,"13115",225,78
86000US13116,"13116",3652,35
86000US13117,"13117",279,86
86000US13118,"13118",5811,279
86000US13119,"13119",0,13
86000US13120,"13120",2218,369
86000US13121,"13121",0,13
86000US13122,"13122",982,227
86000US13123,"13123",32,47
86000US13124,"13124",102,41
86000US13126,"13126",36278,641
86000US13131,"13131",3115,387
86000US13132,"13132",3495,371
86000US13134,"13134",132,117
86000US13135,"13135",6296,570
86000US13136,"13136",329,105
86000US13138,"13138",139,149
86000US13140,"13140",4335,389
86000US13141,"13141",655,153
86000US13142,"13142",6044,568
86000US13143,"13143",2354,397
86000US13144,"13144",1323,279
86000US13145,"13145",1595,296
86000US13146,"13146",2176,332
86000US13147,"13147",929,163
86000US13148,"13148",10854,354
86000US13152,"13152",7700,323
86000US13153,"13153",337,217
86000US13154,"13154",34,47
86000US13155,"13155",567,112
86000US13156,"13156",2169,327
86000US13157,"13157",535,221
86000US13158,"13158",1352,217
86000US13159,"13159",5243,377
86000US13160,"13160",2262,414
86000US13162,"13162",409,305
86000US13163,"13163",332,92
86000US13164,"13164",2720,575
86000US13165,"13165",9511,427
86000US13166,"13166",5758,356
86000US13167,"13167",2982,416
86000US13202,"13202",7331,638
86000US13203,"13203",16884,932
86000US13204,"13204",19550,1200
86000US13205,"13205",18069,1198
86000US13206,"13206",16713,1004
86000US13207,"13207",12784,899
86000US13208,"13208",23094,1704
86000US13209,"13209",13171,665
86000US13210,"13210",19144,1260
86000US13211,"13211",5968,608
86000US13212,"13212",20638,1025
86000US13214,"13214",8899,830
86000US13215,"13215",14317,655
86000US13219,"13219",15557,868
86000US13224,"13224",8881,806
86000US13244,"13244",8384,608
86000US13290,"13290",0,13
86000US13301,"13301",156,110
86000US13302,"13302",1377,266
86000US13303,"13303",1295,405
86000US13304,"13304",1919,395
86000US13305,"13305",201,105
86000US13308,"13308",4429,515
86000US13309,"13309",5805,225
86000US13310,"13310",837,411
86000US13312,"13312",308,81
86000US13313,"13313",597,216
86000US13314,"13314",153,166
86000US13315,"13315",1404,233
86000US13316,"13316",5912,352
86000US13317,"13317",4002,192
86000US13318,"13318",1056,206
86000US13319,"13319",550,334
86000US13320,"13320",2085,335
86000US13321,"13321",803,261
86000US13322,"13322",1073,218
86000US13323,"13323",11151,591
86000US13324,"13324",1653,189
86000US13325,"13325",929,158
86000US13326,"13326",4698,318
86000US13327,"13327",2230,308
86000US13328,"13328",1451,310
86000US13329,"13329",3555,307
86000US13331,"13331",69,43
86000US13332,"13332",2878,495
86000US13333,"13333",57,26
86000US13334,"13334",943,266
86000US13335,"13335",1355,188
86000US13337,"13337",653,203
86000US13338,"13338",1242,322
86000US13339,"13339",6084,361
86000US13340,"13340",7479,443
86000US13342,"13342",275,188
86000US13343,"13343",1625,215
86000US13345,"13345",175,94
86000US13346,"13346",6244,483
86000US13348,"13348",1669,404
86000US13350,"13350",9695,76
86000US13352,"13352",29,49
86000US13353,"13353",41,22
86000US13354,"13354",3285,458
86000US13355,"13355",1139,420
86000US13357,"13357",10301,390
86000US13360,"13360",128,96
86000US13361,"13361",661,149
86000US13363,"13363",2409,442
86000US13364,"13364",232,115
86000US13365,"13365",8449,458
86000US13367,"13367",8682,334
86000US13368,"13368",1121,172
86000US13402,"13402",1087,291
86000US13403,"13403",7087,559
86000US13404,"13404",127,61
86000US13406,"13406",492,133
86000US13407,"13407",5140,346
86000US13408,"13408",3383,276
86000US13409,"13409",1976,246
86000US13410,"13410",536,181
86000US13411,"13411",2743,367
86000US13413,"13413",16282,750
86000US13415,"13415",82,49
86000US13416,"13416",2235,291
86000US13417,"13417",3103,613
86000US13418,"13418",212,169
86000US13420,"13420",1092,324
86000US13421,"13421",12857,430
86000US13424,"13424",2274,262
86000US13425,"13425",1762,199
86000US13428,"13428",1533,265
86000US13431,"13431",1939,273
86000US13433,"13433",1647,255
86000US13435,"13435",275,155
86000US13436,"13436",107,36
86000US13437,"13437",307,61
86000US13438,"13438",2994,380
86000US13439,"13439",3715,452
86000US13440,"13440",41198,819
86000US13441,"13441",222,125
86000US13450,"13450",252,132
86000US13452,"13452",4874,246
86000US13454,"13454",732,320
86000US13455,"13455",46,53
86000US13456,"13456",3977,419
86000US13457,"13457",32,20
86000US13459,"13459",2048,232
86000US13460,"13460",4293,201
86000US13461,"13461",3158,154
86000US13464,"13464",1245,275
86000US13468,"13468",291,124
86000US13469,"13469",1317,411
86000US13470,"13470",710,158
86000US13471,"13471",2656,217
86000US13472,"13472",340,251
86000US13473,"13473",1128,226
86000US13475,"13475",39,24
86000US13476,"13476",2975,649
86000US13477,"13477",1485,344
86000US13478,"13478",3040,566
86000US13480,"13480",3426,345
86000US13482,"13482",63,42
86000US13483,"13483",454,231
86000US13484,"13484",29,46
86000US13485,"13485",1635,350
86000US13486,"13486",738,148
86000US13488,"13488",141,64
86000US13489,"13489",533,121
86000US13490,"13490",1181,428
86000US13491,"13491",3853,341
86000US13492,"13492",11395,461
86000US13493,"13493",2205,404
86000US13494,"13494",222,69
86000US13495,"13495",2081,328
86000US13501,"13501",40152,1625
86000US13502,"13502",33962,1651
86000US13601,"13601",38332,744
86000US13602,"13602",2798,276
86000US13603,"13603",14050,731
86000US13605,"13605",5261,510
86000US13606,"13606",2423,512
86000US13607,"13607",1750,331
86000US13608,"13608",1818,327
86000US13611,"13611",312,125
86000US13612,"13612",2703,450
86000US13613,"13613",2604,246
86000US13614,"13614",345,142
86000US13615,"13615",586,195
86000US13616,"13616",1936,605
86000US13617,"13617",12124,510
86000US13618,"13618",1814,169
86000US13619,"13619",10625,485
86000US13620,"13620",2066,328
86000US13621,"13621",578,260
86000US13622,"13622",1985,297
86000US13623,"13623",51,36
86000US13624,"13624",4933,408
86000US13625,"13625",1551,209
86000US13626,"13626",2282,295
86000US13628,"13628",268,129
86000US13630,"13630",1443,447
86000US13632,"13632",107,124
86000US13633,"13633",318,126
86000US13634,"13634",3947,455
86000US13635,"13635",1244,277
86000US13636,"13636",177,71
86000US13637,"13637",4493,469
86000US13638,"13638",372,311
86000US13639,"13639",24,23
86000US13640,"13640",302,109
86000US13641,"13641",54,31
86000US13642,"13642",9237,391
86000US13643,"13643",60,73
86000US13645,"13645",0,13
86000US13646,"13646",2257,427
86000US13647,"13647",150,130
86000US13648,"13648",2007,298
86000US13649,"13649",37,42
86000US13650,"13650",1355,270
86000US13651,"13651",126,56
86000US13652,"13652",1796,457
86000US13654,"13654",2380,348
86000US13655,"13655",3669,30
86000US13656,"13656",3230,491
86000US13658,"13658",2326,481
86000US13659,"13659",379,103
86000US13660,"13660",1849,305
86000US13661,"13661",1825,238
86000US13662,"13662",16117,368
86000US13664,"13664",404,107
86000US13665,"13665",812,290
86000US13666,"13666",216,96
86000US13667,"13667",3171,384
86000US13668,"13668",3200,427
86000US13669,"13669",16044,1035
86000US13670,"13670",383,120
86000US13672,"13672",376,132
86000US13673,"13673",2163,277
86000US13674,"13674",137,131
86000US13675,"13675",61,73
86000US13676,"13676",14179,740
86000US13678,"13678",105,88
86000US13679,"13679",1108,226
86000US13680,"13680",1398,460
86000US13681,"13681",971,218
86000US13682,"13682",845,193
86000US13683,"13683",66,87
86000US13684,"13684",1172,258
86000US13685,"13685",2187,249
86000US13687,"13687",505,147
86000US13690,"13690",773,167
86000US13691,"13691",3123,218
86000US13692,"13692",216,152
86000US13693,"13693",294,123
86000US13694,"13694",1253,274
86000US13695,"13695",200,78
86000US13696,"13696",174,166
86000US13697,"13697",1879,504
86000US13699,"13699",2021,25
86000US13730,"13730",2871,186
86000US13731,"13731",1002,175
86000US13732,"13732",7607,517
86000US13733,"13733",5049,370
86000US13734,"13734",2372,547
86000US13736,"13736",1807,247
86000US13738,"13738",44,47
86000US13739,"13739",801,186
86000US13740,"13740",560,118
86000US13743,"13743",3394,370
86000US13744,"13744",1359,405
86000US13746,"13746",2142,365
86000US13747,"13747",29,42
86000US13748,"13748",3760,420
86000US13750,"13750",711,250
86000US13751,"13751",209,187
86000US13752,"13752",868,257
86000US13753,"13753",5593,209
86000US13754,"13754",2656,334
86000US13755,"13755",888,213
86000US13756,"13756",694,208
86000US13757,"13757",1274,266
86000US13760,"13760",43240,781
86000US13774,"13774",148,125
86000US13775,"13775",1806,274
86000US13776,"13776",404,103
86000US13777,"13777",396,184
86000US13778,"13778",5349,392
86000US13780,"13780",862,222
86000US13782,"13782",730,244
86000US13783,"13783",2331,329
86000US13784,"13784",294,154
86000US13786,"13786",366,144
86000US13787,"13787",3067,636
86000US13788,"13788",959,170
86000US13790,"13790",18584,580
86000US13795,"13795",2954,450
86000US13796,"13796",996,221
86000US13797,"13797",2061,279
86000US13801,"13801",1496,225
86000US13802,"13802",1079,526
86000US13803,"13803",4278,406
86000US13804,"13804",190,63
86000US13806,"13806",222,82
86000US13807,"13807",1296,325
86000US13808,"13808",1379,292
86000US13809,"13809",1964,388
86000US13810,"13810",1260,272
86000US13811,"13811",4120,273
86000US13812,"13812",2293,261
86000US13813,"13813",1131,806
86000US13814,"13814",18,20
86000US13815,"13815",12925,288
86000US13820,"13820",22500,534
86000US13825,"13825",3058,231
86000US13826,"13826",91,67
86000US13827,"13827",11770,731
86000US13830,"13830",4933,296
86000US13832,"13832",449,132
86000US13833,"13833",4297,587
86000US13834,"13834",118,99
86000US13835,"13835",1301,240
86000US13838,"13838",3984,355
86000US13839,"13839",1319,437
86000US13841,"13841",483,155
86000US13842,"13842",610,204
86000US13843,"13843",2094,334
86000US13844,"13844",638,175
86000US13846,"13846",369,135
86000US13847,"13847",17,17
86000US13849,"13849",4424,514
86000US13850,"13850",23544,93
86000US13856,"13856",6063,335
86000US13859,"13859",101,87
86000US13860,"13860",228,204
86000US13861,"13861",454,202
86000US13862,"13862",3702,270
86000US13863,"13863",473,112
86000US13864,"13864",1148,338
86000US13865,"13865",6000,256
86000US13901,"13901",19979,963
86000US13902,"13902",6405,75
86000US13903,"13903",18483,955
86000US13904,"13904",9499,876
86000US13905,"13905",27673,1183
86000US14001,"14001",9199,419
86000US14004,"14004",11658,497
86000US14005,"14005",2085,506
86000US14006,"14006",9402,665
86000US14008,"14008",1594,468
86000US14009,"14009",5477,294
86000US14011,"14011",7711,387
86000US14012,"14012",3020,270
86000US14013,"14013",1744,270
86000US14020,"14020",22442,486
86000US14024,"14024",1637,282
86000US14025,"14025",3754,611
86000US14026,"14026",506,255
86000US14027,"14027",34,32
86000US14028,"14028",1556,300
86000US14029,"14029",31,22
86000US14030,"14030",2045,306
86000US14031,"14031",9685,932
86000US14032,"14032",10572,1043
86000US14033,"14033",1460,327
86000US14034,"14034",2513,393
86000US14035,"14035",61,59
86000US14036,"14036",5406,712
86000US14037,"14037",963,261
86000US14039,"14039",70,25
86000US14040,"14040",1799,352
86000US14041,"14041",132,57
86000US14042,"14042",4403,365
86000US14043,"14043",24936,1175
86000US14047,"14047",6147,625
86000US14048,"14048",14859,337
86000US14051,"14051",19747,1347
86000US14052,"14052",17694,787
86000US14054,"14054",1356,234
86000US14055,"14055",1455,342
86000US14056,"14056",194,158
86000US14057,"14057",7688,287
86000US14058,"14058",2408,450
86000US14059,"14059",9629,545
86000US14060,"14060",356,102
86000US14061,"14061",93,55
86000US14062,"14062",3251,384
86000US14063,"14063",13123,409
86000US14065,"14065",1747,339
86000US14066,"14066",1093,181
86000US14067,"14067",4028,538
86000US14068,"14068",7990,895
86000US14069,"14069",630,229
86000US14070,"14070",6186,612
86000US14072,"14072",21416,25
86000US14075,"14075",44610,1066
86000US14080,"14080",4215,209
86000US14081,"14081",2910,333
86000US14082,"14082",671,246
86000US14083,"14083",10,15
86000US14085,"14085",8298,949
86000US14086,"14086",35121,687
86000US14091,"14091",1600,442
86000US14092,"14092",10522,552
86000US14094,"14094",50302,1214
86000US14098,"14098",3146,249
86000US14101,"14101",1843,340
86000US14102,"14102",1488,464
86000US14103,"14103",10783,274
86000US14105,"14105",5128,686
86000US14108,"14108",5263,708
86000US14109,"14109",1218,81
86000US14111,"14111",3150,331
86000US14112,"14112",54,67
86000US14113,"14113",686,188
86000US14120,"14120",44414,1123
86000US14125,"14125",3580,141
86000US14126,"14126",456,304
86000US14127,"14127",30652,713
86000US14129,"14129",1300,255
86000US14130,"14130",112,69
86000US14131,"14131",5182,768
86000US14132,"14132",6689,1353
86000US14134,"14134",72,47
86000US14135,"14135",141,118
86000US14136,"14136",5122,435
86000US14138,"14138",1864,364
86000US14139,"14139",2074,319
86000US14141,"14141",7492,441
86000US14143,"14143",1058,292
86000US14145,"14145",1206,255
86000US14150,"14150",41456,1364
86000US14166,"14166",231,185
86000US14167,"14167",1866,283
86000US14168,"14168",77,71
86000US14169,"14169",80,70
86000US14170,"14170",2223,454
86000US14171,"14171",1605,268
86000US14172,"14172",3091,368
86000US14173,"14173",188,163
86000US14174,"14174",5698,487
86000US14201,"14201",12623,1052
86000US14202,"14202",3664,570
86000US14203,"14203",2390,413
86000US14204,"14204",7666,787
86000US14206,"14206",21726,1347
86000US14207,"14207",25699,1706
86000US14208,"14208",11820,1233
86000US14209,"14209",8677,948
86000US14210,"14210",15382,1482
86000US14211,"14211",24143,1727
86000US14212,"14212",13295,1366
86000US14213,"14213",23980,1861
86000US14214,"14214",22113,1575
86000US14215,"14215",42368,1993
86000US14216,"14216",24009,1350
86000US14217,"14217",22921,661
86000US14218,"14218",20936,487
86000US14219,"14219",10854,774
86000US14220,"14220",23926,1484
86000US14221,"14221",55228,1859
86000US14222,"14222",15744,1378
86000US14223,"14223",22482,1360
86000US14224,"14224",40745,597
86000US14225,"14225",34063,1117
86000US14226,"14226",29273,1344
86000US14227,"14227",21329,1042
86000US14228,"14228",25038,1610
86000US14260,"14260",812,193
86000US14261,"14261",4818,206
86000US14301,"14301",12151,976
86000US14302,"14302",206,117
86000US14303,"14303",6159,766
86000US14304,"14304",28582,1345
86000US14305,"14305",16605,1012
86000US14411,"14411",12608,354
86000US14413,"14413",174,122
86000US14414,"14414",6783,313
86000US14415,"14415",127,95
86000US14416,"14416",3800,214
86000US14418,"14418",1103,189
86000US14420,"14420",19945,357
86000US14422,"14422",1763,280
86000US14423,"14423",4906,293
86000US14424,"14424",28582,532
86000US14425,"14425",13201,328
86000US14427,"14427",1721,237
86000US14428,"14428",7297,408
86000US14432,"14432",5520,610
86000US14433,"14433",4265,313
86000US14435,"14435",2296,290
86000US14437,"14437",9168,385
86000US14441,"14441",431,157
86000US14445,"14445",7689,458
86000US14450,"14450",43082,1136
86000US14453,"14453",0,13
86000US14454,"14454",11058,367
86000US14456,"14456",19796,586
86000US14462,"14462",803,212
86000US14463,"14463",302,149
86000US14464,"14464",6656,482
86000US14466,"14466",1697,414
86000US14467,"14467",10381,1151
86000US14468,"14468",18866,1183
86000US14469,"14469",5937,496
86000US14470,"14470",7654,266
86000US14471,"14471",2735,276
86000US14472,"14472",9139,508
86000US14475,"14475",298,108
86000US14476,"14476",2461,170
86000US14477,"14477",1672,372
86000US14478,"14478",1369,204
86000US14479,"14479",98,88
86000US14480,"14480",588,394
86000US14481,"14481",1775,222
86000US14482,"14482",8393,276
86000US14485,"14485",4102,216
86000US14486,"14486",255,116
86000US14487,"14487",5661,533
86000US14489,"14489",7054,324
86000US14502,"14502",10135,772
86000US14504,"14504",1534,234
86000US14505,"14505",4896,477
86000US14506,"14506",700,201
86000US14507,"14507",1054,217
86000US14510,"14510",4778,141
86000US14511,"14511",385,196
86000US14512,"14512",4855,352
86000US14513,"14513",13835,482
86000US14514,"14514",5899,733
86000US14515,"14515",138,132
86000US14516,"14516",2505,369
86000US14517,"14517",2776,189
86000US14519,"14519",12480,494
86000US14521,"14521",3366,199
86000US14522,"14522",9575,792
86000US14525,"14525",2536,354
86000US14526,"14526",19738,1158
86000US14527,"14527",12870,565
86000US14529,"14529",48,53
86000US14530,"14530",6498,257
86000US14532,"14532",3849,462
86000US14533,"14533",1822,248
86000US14534,"14534",33914,1231
86000US14536,"14536",643,127
86000US14537,"14537",117,95
86000US14539,"14539",187,158
86000US14541,"14541",3660,329
86000US14542,"14542",0,13
86000US14543,"14543",3217,260
86000US14544,"14544",2157,339
86000US14545,"14545",108,50
86000US14546,"14546",4920,382
86000US14548,"14548",4042,466
86000US14549,"14549",390,249
86000US14550,"14550",1233,233
86000US14551,"14551",4956,522
86000US14555,"14555",1203,253
86000US14556,"14556",1184,49
86000US14557,"14557",121,51
86000US14559,"14559",18375,879
86000US14560,"14560",2202,326
86000US14561,"14561",2382,381
86000US14564,"14564",16006,341
86000US14568,"14568",6349,703
86000US14569,"14569",6387,260
86000US14571,"14571",1306,259
86000US14572,"14572",4979,386
86000US14580,"14580",54520,1400
86000US14585,"14585",156,66
86000US14586,"14586",12720,1129
86000US14588,"14588",0,13
86000US14589,"14589",7838,431
86000US14590,"14590",5123,475
86000US14591,"14591",1573,278
86000US14592,"14592",113,64
86000US14604,"14604",2682,413
86000US14605,"14605",11348,862
86000US14606,"14606",27736,1402
86000US14607,"14607",17319,1131
86000US14608,"14608",12470,1286
86000US14609,"14609",41134,1749
86000US14610,"14610",14033,748
86000US14611,"14611",17753,1538
86000US14612,"14612",35265,1640
86000US14613,"14613",15132,1486
86000US14614,"14614",1126,316
86000US14615,"14615",18393,1546
86000US14616,"14616",27250,1713
86000US14617,"14617",21990,892
86000US14618,"14618",23783,1298
86000US14619,"14619",14073,1280
86000US14620,"14620",24292,1146
86000US14621,"14621",32976,1675
86000US14622,"14622",12770,899
86000US14623,"14623",25958,1130
86000US14624,"14624",39028,1350
86000US14625,"14625",10445,863
86000US14626,"14626",29138,1602
86000US14627,"14627",2892,54
86000US14642,"14642",0,13
86000US14701,"14701",39481,808
86000US14706,"14706",6051,267
86000US14707,"14707",93,47
86000US14708,"14708",155,86
86000US14709,"14709",1240,147
86000US14710,"14710",3125,322
86000US14711,"14711",1943,324
86000US14712,"14712",3089,247
86000US14714,"14714",544,153
86000US14715,"14715",2579,304
86000US14716,"14716",2602,263
86000US14717,"14717",564,112
86000US14718,"14718",2024,290
86000US14719,"14719",3398,368
86000US14720,"14720",870,244
86000US14721,"14721",175,76
86000US14722,"14722",189,91
86000US14723,"14723",1012,158
86000US14724,"14724",2955,513
86000US14726,"14726",2743,576
86000US14727,"14727",4939,292
86000US14728,"14728",1049,213
86000US14729,"14729",813,157
86000US14731,"14731",1220,205
86000US14732,"14732",18,20
86000US14733,"14733",3104,395
86000US14735,"14735",2725,328
86000US14736,"14736",154,73
86000US14737,"14737",4105,320
86000US14738,"14738",3542,198
86000US14739,"14739",2627,409
86000US14740,"14740",1112,167
86000US14741,"14741",1887,282
86000US14742,"14742",90,67
86000US14743,"14743",2171,374
86000US14744,"14744",2250,284
86000US14747,"14747",2073,256
86000US14748,"14748",505,116
86000US14750,"14750",4521,316
86000US14752,"14752",230,186
86000US14753,"14753",950,176
86000US14754,"14754",534,135
86000US14755,"14755",2858,329
86000US14756,"14756",0,13
86000US14757,"14757",3183,268
86000US14760,"14760",17675,435
86000US14767,"14767",2265,379
86000US14769,"14769",651,208
86000US14770,"14770",2888,311
86000US14772,"14772",3993,584
86000US14774,"14774",290,211
86000US14775,"14775",2565,417
86000US14777,"14777",613,142
86000US14778,"14778",1380,23
86000US14779,"14779",6899,146
86000US14781,"14781",1827,258
86000US14782,"14782",2169,306
86000US14783,"14783",128,57
86000US14784,"14784",750,161
86000US14785,"14785",130,144
86000US14787,"14787",4756,228
86000US14788,"14788",104,68
86000US14801,"14801",5263,424
86000US14802,"14802",4563,208
86000US14803,"14803",1546,222
86000US14804,"14804",1507,174
86000US14805,"14805",765,146
86000US14806,"14806",2149,334
86000US14807,"14807",3034,291
86000US14808,"14808",550,176
86000US14809,"14809",2905,535
86000US14810,"14810",11484,359
86000US14812,"14812",3286,325
86000US14813,"14813",2213,296
86000US14814,"14814",1784,342
86000US14815,"14815",727,135
86000US14816,"14816",595,280
86000US14817,"14817",2911,292
86000US14818,"14818",1765,317
86000US14819,"14819",625,115
86000US14820,"14820",531,104
86000US14821,"14821",3333,284
86000US14822,"14822",850,126
86000US14823,"14823",3851,122
86000US14824,"14824",768,242
86000US14825,"14825",755,230
86000US14826,"14826",1923,209
86000US14827,"14827",16,23
86000US14830,"14830",19127,458
86000US14836,"14836",835,154
86000US14837,"14837",5596,402
86000US14838,"14838",2133,330
86000US14839,"14839",594,133
86000US14840,"14840",2577,245
86000US14841,"14841",743,246
86000US14842,"14842",847,362
86000US14843,"14843",12418,275
86000US14845,"14845",20756,649
86000US14846,"14846",952,270
86000US14847,"14847",2409,305
86000US14850,"14850",65740,915
86000US14853,"14853",2202,100
86000US14854,"14854",95,89
86000US14855,"14855",871,150
86000US14856,"14856",0,13
86000US14858,"14858",1395,238
86000US14859,"14859",1141,285
86000US14860,"14860",1121,207
86000US14861,"14861",1138,246
86000US14864,"14864",1033,292
86000US14865,"14865",2647,293
86000US14867,"14867",5242,164
86000US14869,"14869",1471,282
86000US14870,"14870",9970,448
86000US14871,"14871",4551,574
86000US14872,"14872",542,230
86000US14873,"14873",1995,226
86000US14874,"14874",155,100
86000US14877,"14877",684,200
86000US14878,"14878",858,247
86000US14879,"14879",2254,285
86000US14880,"14880",1520,260
86000US14881,"14881",250,128
86000US14882,"14882",3678,624
86000US14883,"14883",4540,486
86000US14884,"14884",303,67
86000US14885,"14885",590,141
86000US14886,"14886",6544,584
86000US14889,"14889",1270,155
86000US14891,"14891",4416,283
86000US14892,"14892",7552,370
86000US14893,"14893",34,42
86000US14894,"14894",1440,217
86000US14895,"14895",9168,349
86000US14897,"14897",716,152
86000US14898,"14898",1549,269
86000US14901,"14901",14906,906
86000US14903,"14903",7090,620
86000US14904,"14904",14285,722
86000US14905,"14905",8852,810
